deviceid,qid,choices,timestamp,pos_id
63,0,"{
  index: 4,
  mappedValue: '보건의료시설',
  prompt: '보건의료시설(예: 보건소, 종합병원, 의원, 약국 등)'
}",2019-10-25T11:03:55.046Z,33712
58,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-10-25T11:03:56.982Z,29870
58,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' }",2019-10-25T11:04:01.450Z,29870
63,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' }",2019-10-25T11:04:03.296Z,33712
58,2,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-25T11:04:12.110Z,29870
58,3,"{ index: 0, mappedValue: '1', prompt: '매우 낮다(접근하기 매우 어렵다) ' }",2019-10-25T11:04:15.042Z,29870
58,4,"{ index: 0, mappedValue: '1', prompt: '매우 불만족' }",2019-10-25T11:04:16.979Z,29870
63,2,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-25T11:04:17.356Z,33712
63,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-25T11:04:29.409Z,33712
58,0,"{
  index: 2,
  mappedValue: '상업업무 시설',
  prompt: '상업업무 시설(예: 시장, 상점, 카페, 회사 등)'
}",2019-10-25T11:04:37.570Z,25247
63,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-10-25T11:04:37.822Z,33712
58,1,"{ index: 8, mappedValue: '도보', prompt: '도보' }",2019-10-25T11:04:42.002Z,25247
58,2,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-25T11:04:45.962Z,25247
58,3,"{ index: 1, mappedValue: '2', prompt: '낮다' }",2019-10-25T11:04:48.443Z,25247
58,4,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-25T11:04:51.223Z,25247
63,0,"{ index: 8, mappedValue: '기타', prompt: '기타(예: 지인의 주거지) ' }",2019-10-25T11:05:38.400Z,35157
63,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' }",2019-10-25T11:05:44.774Z,35157
63,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-25T11:05:54.210Z,35157
63,3,"{ index: 4, mappedValue: '5', prompt: '매우 높다(접근하기 매우 쉽다)' }",2019-10-25T11:07:37.697Z,35157
63,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-25T11:06:27.567Z,35157
54,0,"{ index: 5, mappedValue: '복지시설', prompt: '복지시설(예: 행정기관, 복지관 등)' }",2019-10-25T11:11:08.447Z,32916
54,1,"{ index: 4, mappedValue: '장애인/노약자 셔틀버스', prompt: '장애인/노약자 셔틀버스' }",2019-10-25T11:11:29.669Z,32916
54,2,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-25T11:13:01.194Z,32916
54,3,"{ index: 1, mappedValue: '2', prompt: '낮다' }",2019-10-25T11:12:44.038Z,32916
54,4,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-25T11:12:26.376Z,32916
45,0,"{ index: 5, mappedValue: '복지시설', prompt: '복지시설(예: 행정기관, 복지관 등)' }",2019-10-25T12:07:33.192Z,
45,1,"{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-10-25T12:07:34.471Z,
45,0,"{ index: 3, mappedValue: '교육시설', prompt: '교육시설(예: 학교, 어린이집 등)' }",2019-10-25T12:07:43.280Z,
45,1,"{ index: 5, mappedValue: '자가용', prompt: '자가용' },{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-10-25T12:07:46.506Z,
61,0,"{ index: 7, mappedValue: '체육시설', prompt: '체육시설(예: 운동장, 체육관 등)' }",2019-10-25T13:07:31.867Z,30019
61,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 3, mappedValue: '장애인 콜택시', prompt: '장애인 콜택시' },{ index: 7, mappedValue: '전동 스쿠터', prompt: '전동 스쿠터' }",2019-10-25T13:07:46.604Z,30019
61,2,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-25T13:07:53.103Z,30019
61,3,"{ index: 0, mappedValue: '1', prompt: '매우 낮다(접근하기 매우 어렵다) ' }",2019-10-25T13:08:04.682Z,30019
61,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-25T13:08:12.058Z,30019
53,0,"{ index: 5, mappedValue: '복지시설', prompt: '복지시설(예: 행정기관, 복지관 등)' }",2019-10-25T13:19:04.881Z,30812
53,1,"{ index: 7, mappedValue: '전동 스쿠터', prompt: '전동 스쿠터' }",2019-10-25T13:19:11.084Z,30812
53,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-10-25T13:19:21.645Z,30812
53,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-10-25T13:19:26.504Z,30812
53,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-10-25T13:19:31.682Z,30812
53,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-10-25T13:20:09.127Z,30127
53,1,"{ index: 7, mappedValue: '전동 스쿠터', prompt: '전동 스쿠터' }",2019-10-25T13:20:15.326Z,30127
53,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-25T13:20:22.473Z,30127
53,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-25T13:20:26.398Z,30127
53,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-25T13:20:29.605Z,30127
60,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-10-29T11:12:51.345Z,26121
60,1,"{ index: 7, mappedValue: '전동 스쿠터', prompt: '전동 스쿠터' }",2019-10-25T13:21:51.372Z,26121
60,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-25T13:21:54.951Z,26121
60,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-25T13:21:57.384Z,26121
60,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-25T13:22:00.883Z,26121
59,0,"{
  index: 4,
  mappedValue: '보건의료시설',
  prompt: '보건의료시설(예: 보건소, 종합병원, 의원, 약국 등)'
}",2019-10-25T13:29:07.434Z,22696
59,1,"{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-10-25T13:29:30.336Z,22696
59,2,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-25T13:29:43.956Z,22696
59,3,"{ index: 4, mappedValue: '5', prompt: '매우 높다(접근하기 매우 쉽다)' }",2019-10-25T13:31:25.741Z,22696
59,4,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-10-25T13:31:02.521Z,22696
59,0,"{ index: 5, mappedValue: '복지시설', prompt: '복지시설(예: 행정기관, 복지관 등)' }",2019-10-25T13:35:10.845Z,23993
59,1,"{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-10-25T13:35:16.979Z,23993
59,2,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-10-25T13:35:25.666Z,23993
59,3,"{ index: 4, mappedValue: '5', prompt: '매우 높다(접근하기 매우 쉽다)' }",2019-10-25T13:35:31.997Z,23993
59,4,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-10-25T13:35:37.752Z,23993
45,0,"{ index: 1, mappedValue: '직장', prompt: '직장' }",2019-10-25T22:52:51.121Z,30182
45,0,"{ index: 1, mappedValue: '직장', prompt: '직장' }",2019-10-25T22:53:02.418Z,30181
45,1,"{ index: 3, mappedValue: '장애인 콜택시', prompt: '장애인 콜택시' }",2019-10-25T22:53:05.246Z,30181
59,0,"{
  index: 4,
  mappedValue: '보건의료시설',
  prompt: '보건의료시설(예: 보건소, 종합병원, 의원, 약국 등)'
}",2019-10-26T00:46:18.473Z,34749
59,1,"{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-10-26T00:46:29.899Z,34749
59,2,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-26T00:46:45.119Z,34749
59,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-10-26T00:46:59.140Z,34749
59,4,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-10-26T00:47:09.271Z,34749
59,0,"{
  index: 4,
  mappedValue: '보건의료시설',
  prompt: '보건의료시설(예: 보건소, 종합병원, 의원, 약국 등)'
}",2019-10-26T00:48:37.785Z,22696
59,1,"{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-10-26T00:48:45.724Z,22696
59,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-26T00:48:55.022Z,22696
59,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-26T00:49:01.706Z,22696
59,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-10-26T00:49:10.131Z,22696
59,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-10-26T00:50:41.657Z,23993
59,1,"{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-10-26T00:50:52.612Z,23993
59,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-10-26T00:51:04.411Z,23993
59,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-10-26T00:51:11.170Z,23993
59,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-26T00:51:24.298Z,23993
64,0,"{
  index: 2,
  mappedValue: '상업업무 시설',
  prompt: '상업업무 시설(예: 시장, 상점, 카페, 회사 등)'
}",2019-10-26T02:16:29.208Z,36747
64,1,"{ index: 1, mappedValue: '일반택시', prompt: '일반택시' }",2019-10-26T02:16:43.314Z,36747
64,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-26T02:16:54.460Z,36747
64,3,"{ index: 1, mappedValue: '2', prompt: '낮다' }",2019-10-26T02:17:02.345Z,36747
64,4,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-26T02:17:06.989Z,36747
64,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-10-26T02:17:45.318Z,35033
64,1,"{ index: 1, mappedValue: '일반택시', prompt: '일반택시' },{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 3, mappedValue: '장애인 콜택시', prompt: '장애인 콜택시' },{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-10-27T00:03:03.981Z,35033
64,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-10-26T02:18:00.884Z,35033
64,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-10-26T02:18:04.680Z,35033
64,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-27T00:03:21.443Z,35033
58,0,"{
  index: 2,
  mappedValue: '상업업무 시설',
  prompt: '상업업무 시설(예: 시장, 상점, 카페, 회사 등)'
}",2019-10-26T11:00:55.674Z,50158
58,1,"{ index: 5, mappedValue: '자가용', prompt: '자가용' }",2019-10-26T11:00:58.791Z,50158
58,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-26T11:01:04.728Z,50158
58,3,"{ index: 1, mappedValue: '2', prompt: '낮다' }",2019-10-26T11:01:07.879Z,50158
58,4,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-26T11:01:10.964Z,50158
58,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-10-26T11:01:16.800Z,38458
58,1,"{ index: 5, mappedValue: '자가용', prompt: '자가용' }",2019-10-26T11:01:19.328Z,38458
58,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-10-26T11:01:21.683Z,38458
58,3,"{ index: 1, mappedValue: '2', prompt: '낮다' }",2019-10-26T11:01:26.883Z,38458
58,4,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-26T11:01:29.283Z,38458
58,0,"{ index: 7, mappedValue: '체육시설', prompt: '체육시설(예: 운동장, 체육관 등)' }",2019-10-26T11:01:36.807Z,31539
58,1,"{ index: 5, mappedValue: '자가용', prompt: '자가용' }",2019-10-26T11:01:41.487Z,31539
58,2,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-26T11:01:46.304Z,31539
58,3,"{ index: 0, mappedValue: '1', prompt: '매우 낮다(접근하기 매우 어렵다) ' }",2019-10-26T11:01:49.459Z,31539
58,4,"{ index: 0, mappedValue: '1', prompt: '매우 불만족' }",2019-10-26T11:01:52.619Z,31539
60,0,"{
  index: 2,
  mappedValue: '상업업무 시설',
  prompt: '상업업무 시설(예: 시장, 상점, 카페, 회사 등)'
}",2019-10-26T11:02:11.870Z,26121
60,1,"{ index: 7, mappedValue: '전동 스쿠터', prompt: '전동 스쿠터' }",2019-10-26T11:02:18.766Z,26121
60,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-26T11:02:22.018Z,26121
54,0,"{ index: 8, mappedValue: '기타', prompt: '기타(예: 지인의 주거지) ' }",2019-10-26T11:02:24.593Z,49806
60,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-26T11:02:25.323Z,26121
60,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-26T11:02:27.460Z,26121
54,1,"{ index: 5, mappedValue: '자가용', prompt: '자가용' }",2019-10-26T11:02:35.376Z,49806
54,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-26T11:03:03.924Z,49806
59,0,"{
  index: 6,
  mappedValue: '문화시설',
  prompt: '문화시설(예: 도서관, 미술관, 박물관, 공연장, 영화관 등)'
}",2019-10-26T11:03:11.006Z,49228
54,3,"{ index: 1, mappedValue: '2', prompt: '낮다' }",2019-10-26T11:03:19.494Z,49806
59,1,"{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-10-26T11:03:20.203Z,49228
59,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-26T11:03:32.591Z,49228
54,4,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-26T11:03:33.974Z,49806
59,3,"{ index: 4, mappedValue: '5', prompt: '매우 높다(접근하기 매우 쉽다)' }",2019-10-26T11:03:48.425Z,49228
59,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-10-26T11:03:56.235Z,49228
59,0,"{ index: 5, mappedValue: '복지시설', prompt: '복지시설(예: 행정기관, 복지관 등)' }",2019-10-26T11:04:52.653Z,42400
59,1,"{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-10-26T11:04:59.304Z,42400
59,2,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-10-26T11:05:05.239Z,42400
54,0,"{ index: 5, mappedValue: '복지시설', prompt: '복지시설(예: 행정기관, 복지관 등)' }",2019-10-26T11:05:07.639Z,32916
59,3,"{ index: 4, mappedValue: '5', prompt: '매우 높다(접근하기 매우 쉽다)' }",2019-10-26T11:05:11.385Z,42400
59,4,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-10-26T11:05:16.696Z,42400
54,1,"{ index: 0, mappedValue: '일반버스, 저상버스', prompt: '일반버스, 저상버스' }",2019-10-26T11:05:32.675Z,32916
54,2,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-26T11:05:46.446Z,32916
54,3,"{ index: 1, mappedValue: '2', prompt: '낮다' }",2019-10-26T11:05:54.750Z,32916
54,4,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-26T11:06:01.211Z,32916
54,0,"{ index: 5, mappedValue: '복지시설', prompt: '복지시설(예: 행정기관, 복지관 등)' }",2019-10-26T11:07:42.746Z,20566
54,1,"{ index: 7, mappedValue: '전동 스쿠터', prompt: '전동 스쿠터' }",2019-10-26T11:07:51.185Z,20566
61,0,"{ index: 7, mappedValue: '체육시설', prompt: '체육시설(예: 운동장, 체육관 등)' }",2019-10-26T11:08:11.009Z,30019
54,2,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-26T11:08:42.300Z,20566
54,3,"{ index: 1, mappedValue: '2', prompt: '낮다' }",2019-10-26T11:08:18.405Z,20566
61,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 7, mappedValue: '전동 스쿠터', prompt: '전동 스쿠터' }",2019-10-26T11:08:20.181Z,30019
61,2,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-26T11:08:29.773Z,30019
54,4,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-26T11:08:33.353Z,20566
61,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-10-26T11:08:46.832Z,30019
61,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-26T11:08:49.923Z,30019
54,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-10-26T11:09:15.909Z,28388
54,1,"{ index: 7, mappedValue: '전동 스쿠터', prompt: '전동 스쿠터' }",2019-10-26T11:09:28.085Z,28388
54,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-26T11:09:43.914Z,28388
54,3,"{ index: 1, mappedValue: '2', prompt: '낮다' }",2019-10-26T11:09:53.989Z,28388
54,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-26T11:10:10.908Z,28388
51,0,"{ index: 3, mappedValue: '교육시설', prompt: '교육시설(예: 학교, 어린이집 등)' }",2019-10-26T13:00:49.732Z,44632
51,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 8, mappedValue: '도보', prompt: '도보' }",2019-10-26T13:01:18.607Z,44632
51,2,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-10-26T13:01:26.281Z,44632
51,3,"{ index: 4, mappedValue: '5', prompt: '매우 높다(접근하기 매우 쉽다)' }",2019-10-26T13:01:35.880Z,44632
51,4,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-10-26T13:01:56.116Z,44632
51,0,"{ index: 3, mappedValue: '교육시설', prompt: '교육시설(예: 학교, 어린이집 등)' }",2019-10-26T13:02:49.196Z,49764
51,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 8, mappedValue: '도보', prompt: '도보' }",2019-10-26T13:03:13.664Z,49764
51,2,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-10-26T13:03:19.503Z,49764
51,3,"{ index: 4, mappedValue: '5', prompt: '매우 높다(접근하기 매우 쉽다)' }",2019-10-26T13:03:25.478Z,49764
51,4,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-10-26T13:03:32.101Z,49764
51,0,"{ index: 3, mappedValue: '교육시설', prompt: '교육시설(예: 학교, 어린이집 등)' }",2019-10-26T13:04:34.308Z,50480
51,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 8, mappedValue: '도보', prompt: '도보' }",2019-10-26T13:04:49.073Z,50480
51,2,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-10-26T13:04:59.443Z,50480
51,3,"{ index: 4, mappedValue: '5', prompt: '매우 높다(접근하기 매우 쉽다)' }",2019-10-26T13:05:04.554Z,50480
51,4,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-10-26T13:05:11.131Z,50480
53,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-10-26T15:48:55.994Z,51065
53,1,"{ index: 9, mappedValue: '기타', prompt: '기타' }",2019-10-26T15:49:07.254Z,51065
53,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-26T15:49:12.063Z,51065
53,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-26T15:49:16.856Z,51065
53,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-26T15:49:23.074Z,51065
53,0,"{ index: 7, mappedValue: '체육시설', prompt: '체육시설(예: 운동장, 체육관 등)' }",2019-10-26T15:50:34.553Z,38191
53,1,"{ index: 7, mappedValue: '전동 스쿠터', prompt: '전동 스쿠터' }",2019-10-26T15:50:38.903Z,38191
53,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-10-26T15:50:41.883Z,38191
53,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-10-26T15:50:45.135Z,38191
53,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-10-26T15:50:49.993Z,38191
64,0,"{
  index: 2,
  mappedValue: '상업업무 시설',
  prompt: '상업업무 시설(예: 시장, 상점, 카페, 회사 등)'
}",2019-10-27T00:00:16.397Z,50638
64,1,"{ index: 1, mappedValue: '일반택시', prompt: '일반택시' },{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 3, mappedValue: '장애인 콜택시', prompt: '장애인 콜택시' },{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-10-27T00:04:09.630Z,50638
64,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-27T00:00:45.661Z,50638
64,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-10-27T00:00:54.450Z,50638
64,4,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-10-27T00:01:06.804Z,50638
64,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-10-27T00:01:19.753Z,42303
64,1,"{ index: 1, mappedValue: '일반택시', prompt: '일반택시' },{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 3, mappedValue: '장애인 콜택시', prompt: '장애인 콜택시' },{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' },{ index: 7, mappedValue: '전동 스쿠터', prompt: '전동 스쿠터' }",2019-10-27T00:02:01.683Z,42303
64,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-10-27T00:02:12.351Z,42303
64,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-10-27T00:02:18.411Z,42303
